157602.833333338,157602.83333333564,157602.83333333564,157602.83333333564,157602.83333333564,157602.83333333564
7212.5,7212.5,7212.5,7212.5,7212.5,7212.5
149110.00000000198,149110.00000000067,149110.00000000067,149110.00000000067,149110.00000000067,149110.00000000067
216000.000000005,216000.0000000017,216000.00000000303,216000.0000000017,216000.0000000017,216000.0000000017
320542.8333333354,320542.833333334,320542.8333333344,320542.833333334,320542.833333334,320542.833333334
209267.0000000023,209267.00000000064,209267.00000000064,209267.00000000064,209267.00000000064,209267.00000000064
158882.66666666797,158882.666666667,158882.666666667,158882.666666667,158882.666666667,158882.666666667
22240.380952381096,22271.333333333336,22271.333333333336,22271.333333333336,22271.333333333336,22271.333333333336
158804.666666671,158804.66666666768,158804.66666666768,158804.66666666768,158804.66666666768,158804.66666666768
261575.00000000055,261575.00000000035,261575.00000000035,261575.00000000035,261575.00000000035,261575.00000000035
229925.0000000017,229925.000000001,229925.000000001,229925.000000001,229925.000000001,229925.000000001
40611.50000000167,40611.500000001,40611.500000001,40611.500000001,40611.500000001,40611.500000001
128828.83333333331,128828.83333333331,128828.83333333331,128828.83333333331,128828.83333333331,128828.83333333331
220539.16666666837,220539.16666666832,220539.16666666832,220539.16666666832,220539.16666666832,220539.16666666832
99063.1666666706,99063.16666666834,99063.16666666834,99063.16666666834,99063.16666666834,99063.16666666834
306200.3333333334,306200.3333333334,306200.3333333334,306200.3333333334,306200.3333333334,306200.3333333334
80919.66666666738,80919.666666667,80919.666666667,80919.666666667,80919.666666667,80919.666666667
153418.0000000006,153418.00000000032,153418.00000000032,153418.00000000032,153418.00000000032,153418.00000000032
227198.5000000029,227198.50000000032,227198.50000000032,227198.50000000035,227198.50000000032,227198.50000000032
217448.00000000536,217448.0000000024,217448.00000000536,217448.0000000024,217448.0000000024,217448.0000000024
97793.66666667028,119870.500000001,97793.66666667028,119870.500000001,119870.500000001,119870.500000001
161025.50000000035,161025.5,161025.5,161025.5,161025.5,161025.5
147193.00000000335,147193.00000000166,147193.00000000166,147193.00000000166,147193.00000000166,147193.00000000166
217878.66666666712,217878.66666666663,217878.66666666663,217878.66666666663,217878.66666666663,217878.66666666663
9777.333333333334,9777.333333333334,9777.333333333334,9777.333333333334,9777.333333333334,9777.333333333334
221236.166666669,221236.16666666733,221236.16666666733,221236.16666666733,221236.16666666733,221236.16666666733
94852.00000000038,94852.0,94852.0,94852.0,94852.0,94852.0
78145.66666666933,78145.666666668,78145.666666668,78145.666666668,78145.666666668,78145.666666668
208124.1666666689,208124.166666668,208124.166666668,208124.166666668,208124.166666668,208124.166666668
127524.00000000231,127524.00000000032,127524.00000000032,127524.00000000032,127524.00000000032,127524.00000000032
