8424076745719.342,7736696817265.9,7736696817265.9,7736696817265.9,7736696817265.9,7736696817265.9
2476838225.2107515,1331551987.8789341,1331551987.8789341,1331551987.8789341,1331551987.8789341,1331551987.8789341
3403103861315.651,2798147581359.665,2798147581359.665,2798147581359.665,2798147581359.665,2798147581359.665
25344456878295.543,22735805716985.445,24061303455562.4,22735805716985.445,22734397032288.67,22734397032288.67
36660878806634.07,27790367205464.617,30412103396540.805,27790367205464.617,27790367205464.617,27790367205464.617
10727976969559.64,8633851818221.902,8633851818221.902,8633851818221.902,8633851818221.902,8633851818221.902
8541290611557.158,7238273574869.525,7238273574869.525,7238273574869.525,7145898259709.455,7145898259709.455
117643404918.003,108702598377.55214,108702598377.55214,108702598377.55214,108702598377.55214,108702598377.55214
8837768901881.656,6273805063431.465,6273805063431.465,6273805063431.465,6273805063431.465,6273805063431.465
14650178670250.502,12714371027307.688,12714371027307.688,12714371027307.688,12714371027307.688,12714371027307.688
15313078177607.09,13861554321101.24,13861554321101.24,13861554321101.24,13861554321101.24,13861554321101.24
184026026768.8383,138254513381.07462,138254513381.07462,138254513381.07462,138254513381.07462,138254513381.07462
5135433900308.816,4682693836289.215,4682693836289.215,4682693836289.215,4682693836289.215,4682693836289.215
9031137411863.52,7993073336752.579,7993073336752.579,7993073336752.579,7993073336752.579,7993073336752.579
1581507484489.431,1126022130942.066,1126022130942.066,1126022130942.066,1126022130942.066,1126022130942.066
41972918839876.51,39237830193750.52,40441942487137.77,39237830193750.52,39140839367739.86,39140839367739.86
1651440220669.4106,1239891157763.6555,1239891157763.6555,1239891157763.6555,1239891157763.6555,1239891157763.6555
12728565889398.715,10755291337036.492,10755291337036.492,10755291337036.492,10755291337036.492,10755291337036.492
34104858303084.55,31166220187944.24,31166220187944.24,31166220187944.246,31166220187944.24,31166220187944.24
40275993202376.16,37043639230895.79,40275993202376.16,37043639230895.79,37043639230895.79,37043639230895.79
7402778026431.387,8049921812022.032,7400532887665.849,8049921812022.032,8049921812022.032,8049921812022.032
8799674728943.896,8190725961303.631,8190725961303.631,8190725961303.631,8190725961303.631,8190725961303.631
3609936647778.514,3020509911731.5415,3020509911731.5415,3020509911731.5415,3020509911731.5415,3020509911731.5415
17169782651945.719,14243760796027.81,14243760796027.81,14243760796027.81,14243760796027.81,14243760796027.81
10287650971.389082,7598198948.262519,7598198948.262519,7598198948.262519,7598198948.262519,7598198948.262519
15036767374819.488,12686861147683.613,12686861147683.613,12686861147683.613,12686861147683.613,12686861147683.613
1564507799434.8494,964642304156.8785,964642304156.8785,964642304156.8785,964642304156.8785,964642304156.8785
2393930439230.528,1837490338282.734,1837490338282.734,1837490338282.734,1837490338282.734,1837490338282.734
14276818355002.822,13745692765541.89,13745692765541.89,13745692765541.89,13745692765541.89,13745692765541.89
3606432528365.01,3146607675850.2964,3146607675850.2964,3146607675850.2964,3146355244303.3926,3146355244303.3926
