run,id,req_time,ntasks,mem,submit_time,start_time,finish_time,execution_time,operations,mem_vol,profile,resources
0,job7330.0,292,4,0,0,0,243.33333333333334,243.33333333333334,730000000000,0,0,the_platform.cluster0.node0.processor0.core0
0,job7330.1,292,4,0,0,0,243.33333333333334,243.33333333333334,730000000000,0,0,the_platform.cluster0.node0.processor0.core1
0,job7330.2,292,4,0,0,0,243.33333333333334,243.33333333333334,730000000000,0,0,the_platform.cluster0.node0.processor0.core2
0,job7330.3,292,4,0,0,0,243.33333333333334,243.33333333333334,730000000000,0,0,the_platform.cluster0.node0.processor0.core3
0,job7331.0,47,1,0,361,361.0,400.1666666666667,39.166666666666664,117500000000,0,1,the_platform.cluster0.node0.processor0.core0
0,job7332.0,166,20,0,574,574.0,712.3333333333334,138.33333333333334,415000000000,0,2,the_platform.cluster0.node0.processor0.core0
0,job7332.1,166,20,0,574,574.0,712.3333333333334,138.33333333333334,415000000000,0,2,the_platform.cluster0.node0.processor0.core1
0,job7332.2,166,20,0,574,574.0,712.3333333333334,138.33333333333334,415000000000,0,2,the_platform.cluster0.node0.processor0.core2
0,job7332.3,166,20,0,574,574.0,712.3333333333334,138.33333333333334,415000000000,0,2,the_platform.cluster0.node0.processor0.core3
0,job7332.4,166,20,0,574,574.0,712.3333333333334,138.33333333333334,415000000000,0,2,the_platform.cluster0.node0.processor0.core4
0,job7332.5,166,20,0,574,574.0,712.3333333333334,138.33333333333334,415000000000,0,2,the_platform.cluster0.node0.processor0.core5
0,job7332.6,166,20,0,574,574.0,712.3333333333334,138.33333333333334,415000000000,0,2,the_platform.cluster0.node0.processor0.core6
0,job7332.7,166,20,0,574,574.0,712.3333333333334,138.33333333333334,415000000000,0,2,the_platform.cluster0.node0.processor0.core7
0,job7332.8,166,20,0,574,574.0,712.3333333333334,138.33333333333334,415000000000,0,2,the_platform.cluster0.node0.processor0.core8
0,job7332.9,166,20,0,574,574.0,712.3333333333334,138.33333333333334,415000000000,0,2,the_platform.cluster0.node0.processor0.core9
0,job7332.10,166,20,0,574,574.0,712.3333333333334,138.33333333333334,415000000000,0,2,the_platform.cluster0.node0.processor0.core10
0,job7332.11,166,20,0,574,574.0,712.3333333333334,138.33333333333334,415000000000,0,2,the_platform.cluster0.node0.processor0.core11
0,job7332.12,166,20,0,574,574.0,712.3333333333334,138.33333333333334,415000000000,0,2,the_platform.cluster0.node0.processor0.core12
0,job7332.13,166,20,0,574,574.0,712.3333333333334,138.33333333333334,415000000000,0,2,the_platform.cluster0.node0.processor0.core13
0,job7332.14,166,20,0,574,574.0,712.3333333333334,138.33333333333334,415000000000,0,2,the_platform.cluster0.node0.processor0.core14
0,job7332.15,166,20,0,574,574.0,712.3333333333334,138.33333333333334,415000000000,0,2,the_platform.cluster0.node0.processor0.core15
0,job7332.16,166,20,0,574,574.0,712.3333333333334,138.33333333333334,415000000000,0,2,the_platform.cluster0.node0.processor0.core16
