7739132156792.469,7739132156792.469,8430353490507.59,7739132156792.469,7739132156792.469,7739132156792.469
20154156314025.88,20154156314025.88,22186032807452.516,20154156314025.88,20154156314025.88,20154156314025.88
12501851918588.414,12501851918588.414,14232931123641.156,12501851918588.414,12500720307823.78,12500720307823.78
31013166804318.523,31013166804318.523,37988647324356.17,27148228954935.55,26677611020888.746,26677611020888.746
7834371732512.635,7834029534302.186,9123102486868.322,7834029534302.186,7741758872198.954,7741758872198.954
6555662709234.176,6555662709234.176,9521275837047.418,6555662709234.176,6555662709234.176,6555662709234.176
12913342272690.86,12913342272690.86,14830951336078.754,12913342272690.86,12913342272690.86,12913342272690.86
13376702473416.82,13376702473416.82,14740486050993.957,13376702473416.82,13376702473416.82,13376702473416.82
6084178040103.07,6084178040103.07,6532894540264.13,6084178040103.07,6084178040103.07,6084178040103.07
13544051016881.63,13544051016881.63,14947385328422.9,13544051016881.63,13544051016881.63,13544051016881.63
24692199268733.06,24692199268733.06,26921251235724.094,24692199268733.06,24692199268733.06,24692199268733.06
19285144600176.105,26123737581243.668,23786428612227.652,26123737581243.668,17157281987338.082,17157281987338.082
157118145508744.22,152663042672111.4,148161590839896.66,152669696950285.16,116203656991317.05,116203656991317.05
9695272105860.332,9319535493920.45,13591545101906.1,9319535493920.45,9660851299047.549,9660851299047.549
15511980969009.459,15511980969009.459,15754521922917.355,14671645160672.357,14671645160672.357,14671645160672.357
14425821487163.527,14425821487163.527,17396323536305.879,14425821487163.527,14425821487163.527,14425821487163.527
13312984226411.43,13312984226411.43,14842910958223.617,13312984226411.43,13312984226411.43,13312984226411.43
1521628808494.5696,1521628808494.5696,2473717067236.175,1521628808494.5696,1521628808494.5696,1521628808494.5696
18996090951300.49,18996090951300.49,22457778243168.55,18996090951300.49,18996090951300.49,18996090951300.49
3450585983729.3047,3450585983729.3047,3985045792602.728,3450585983729.3047,3450585983729.283,3450585983729.2827
